drugName,drug_category,Padding_re_con,sentiment,uC_rank,drug_category_encoded
Levonorgestrel,Hormonal Contraceptives,"[15, 197, 345, 183, 1, 21, 13, 776, 398, 902, 402, 471, 5162, 138, 197, 345, 53, 157, 150, 2565, 166, 3, 135, 282, 5, 916, 613, 35, 784, 56, 241, 190, 121, 3, 246, 1574, 2, 941, 263, 113, 482, 47, 929, 11, 1667, 54, 174, 54, 100, 641, 206, 82, 336, 7, 1166, 6185, 8, 310, 92, 24, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3,2,0
Levonorgestrel,Hormonal Contraceptives,"[36, 568, 135, 212, 135, 574, 1335, 417, 385, 153, 10742, 35, 208, 492, 184, 63, 37, 39, 250, 167, 43, 92, 2, 1430, 906, 79, 23, 30, 505, 256, 33, 55, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,1,0
Ethinyl estradiol / norethindrone,Hormonal Contraceptives,"[36, 20, 8, 18, 411, 181, 37, 20, 21, 59, 10826, 935, 36, 20, 1028, 13, 32, 170, 21, 427, 3758, 17, 403, 36, 20, 2, 2972, 42, 2972, 1620, 26, 7, 33, 55, 7, 63, 7, 85, 163, 8, 20, 3, 1457, 322, 21, 604, 150, 266, 166, 2088, 1726, 21, 86, 162, 624, 68, 134, 1181, 458, 157, 28, 424, 2179, 113, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3,1,0
Levonorgestrel,Hormonal Contraceptives,"[423, 15, 179, 59, 69, 121, 15, 19, 20, 66, 1064, 3992, 246, 2, 40, 121, 39, 186, 20, 180, 1044, 106, 37, 2, 151, 79, 153, 121, 40, 176, 3, 9, 3630, 2245, 47, 43, 215, 246, 81, 836, 102, 1463, 1629, 426, 11198, 457, 506, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,1,0
Levonorgestrel,Hormonal Contraceptives,"[36, 423, 1064, 2, 1394, 1110, 1137, 399, 184, 5, 98, 101, 1080, 47, 406, 1502, 5, 5, 28, 63, 570, 70, 48, 18, 679, 599, 1081, 24, 342, 1214, 941, 106, 599, 1140, 34, 2, 20, 39, 8, 423, 31, 266, 4, 45, 132, 91, 427, 37, 570, 45, 173, 290, 191, 337, 35, 557, 2, 336, 21, 238, 213, 61, 189, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3,1,0
Levonorgestrel,Hormonal Contraceptives,"[48, 406, 2, 970, 21, 345, 135, 282, 1055, 56, 100, 374, 371, 70, 15, 18, 3634, 100, 7, 75, 7, 70, 1265, 1035, 278, 345, 774, 187, 31, 972, 3369, 3, 52, 190, 121, 149, 65, 98, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3,2,0
Etonogestrel,Hormonal Contraceptives,"[153, 150, 162, 392, 375, 79, 244, 80, 8, 643, 15, 18, 135, 269, 179, 20, 39, 11, 241, 337, 3101, 17, 632, 20, 39, 5945, 277, 111, 118, 69, 13, 557, 118, 86, 873, 49, 324, 726, 298, 344, 41, 166, 350, 43, 24, 142, 2493, 2, 335, 118, 1003, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3,1,0
Levonorgestrel,Hormonal Contraceptives,"[35, 6325, 106, 213, 6, 373, 370, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,1,0
Levonorgestrel,Hormonal Contraceptives,"[41, 96, 135, 568, 50, 76, 637, 1409, 520, 124, 63, 5, 107, 84, 162, 96, 1176, 230, 458, 113, 47, 336, 1, 21, 349, 23, 30, 398, 6, 235, 13, 252, 336, 167, 20, 88, 205, 190, 112, 48, 208, 3, 39, 135, 101, 72, 227, 11, 190, 270, 222, 34, 808, 33, 55, 39, 36, 7, 327, 77, 131, 11, 341, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,1,0
Levonorgestrel,Hormonal Contraceptives,"[345, 18, 181, 135, 273, 20, 39, 2, 215, 186, 190, 246, 450, 1574, 3, 80, 79, 8, 127, 298, 34, 11, 533, 2045, 666, 3, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,2,0
Ethinyl estradiol / norethindrone,Hormonal Contraceptives,"[156, 19, 21, 53, 157, 430, 2, 151, 6, 20, 250, 194, 91, 45, 17, 134, 132, 7, 187, 31, 1236, 30, 729, 430, 55, 33, 167, 76, 145, 323, 928, 507, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3,1,0
Etonogestrel,Hormonal Contraceptives,"[467, 74, 379, 2317, 42, 2139, 1041, 48, 26, 81, 7, 70, 563, 18, 148, 42, 2, 31, 121, 109, 480, 1603, 18, 119, 40, 2139, 110, 81, 207, 305, 244, 283, 81, 33, 123, 467, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3,1,0
Ethinyl estradiol / norethindrone,Hormonal Contraceptives,"[271, 125, 14, 14638, 417, 91, 1940, 10112, 301, 774, 516, 45, 1693, 1979, 4697, 2138, 77, 175, 24, 91, 14, 12, 131, 263, 4462, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,1,0
Etonogestrel,Hormonal Contraceptives,"[375, 396, 263, 113, 15, 22, 8, 423, 536, 1083, 1698, 1104, 4304, 2352, 8, 375, 396, 1357, 423, 96, 76, 134, 1413, 1432, 8, 375, 614, 45, 28, 140, 30, 14, 12, 21, 871, 12, 45, 40, 121, 326, 121, 19, 18, 28, 8, 1244, 190, 20, 110, 20, 8, 371, 85, 163, 7, 45, 33, 55, 679, 65, 1, 320, 310, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3,1,0
Ethinyl estradiol / norethindrone,Hormonal Contraceptives,"[435, 15, 340, 136, 19, 694, 97, 84, 983, 359, 70, 3, 20, 7, 975, 647, 99, 1, 1193, 118, 557, 187, 14, 12, 21, 23, 547, 18, 70, 282, 279, 612, 341, 16, 169, 15, 340, 92, 10, 4, 317, 511, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,2,0
Ethinyl estradiol / norethindrone,Hormonal Contraceptives,"[15, 19, 1, 21, 36, 294, 83, 10, 4, 47, 31, 68, 154, 272, 522, 5348, 482, 53, 80, 925, 16, 230, 9, 1, 21, 2, 64, 43, 518, 53, 11, 235, 391, 89, 254, 34, 102, 45, 8, 122, 129, 15, 19, 40, 1, 15, 19, 184, 20, 323, 37, 669, 985, 5, 63, 209, 63, 5, 11, 16, 111, 14, 5, 1665, 1, 21, 184, 1120, 98, 68, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,1,0
Levonorgestrel,Hormonal Contraceptives,"[345, 74, 548, 68, 76, 1551, 573, 47, 515, 1494, 273, 39, 63, 1, 456, 78, 28, 314, 564, 43, 10, 4, 840, 90, 371, 70, 348, 20, 40, 156, 3, 92, 241, 117, 33, 55, 45, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,1,0
Levonorgestrel,Hormonal Contraceptives,"[1049, 93, 150, 166, 195, 446, 323, 709, 591, 197, 22, 47, 99, 237, 86, 135, 709, 238, 376, 686, 1810, 122, 208, 48, 5, 2327, 1225, 323, 709, 35, 1141, 56, 16, 41, 20, 5, 63, 709, 134, 56, 16, 282, 20, 420, 100, 3441, 31, 3, 306, 1, 3996, 784, 246, 246, 142, 23, 2327, 1835, 39, 282, 420, 60, 457, 506, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3,1,0
Levonorgestrel,Hormonal Contraceptives,"[515, 36, 2083, 40, 20, 144, 5, 267, 22, 21, 395, 68, 267, 445, 6, 197, 111, 423, 22, 395, 48, 171, 135, 205, 5, 3324, 44, 5, 1003, 20, 732, 40, 259, 135, 3, 20, 121, 42, 19, 148, 212, 267, 284, 307, 1409, 108, 23, 547, 607, 312, 92, 6, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,1,0
Levonorgestrel,Hormonal Contraceptives,"[166, 487, 56, 16, 87, 630, 96, 135, 96, 100, 16, 108, 1196, 35, 712, 478, 9, 435, 5, 280, 1341, 93, 48, 156, 232, 14, 31, 13, 2, 53, 602, 649, 2045, 168, 30, 6, 6, 444, 3, 2159, 7, 152, 261, 30, 5, 15, 3, 100, 335, 1690, 189, 679, 21, 91, 132, 7, 77, 327, 1018, 290, 97, 59, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3,1,0
Ethinyl estradiol / norethindrone,Hormonal Contraceptives,"[67, 5600, 935, 414, 5, 847, 1114, 661, 5, 641, 64, 37, 676, 101, 7, 5, 298, 9, 1, 21, 39, 66, 131, 215, 20, 20, 432, 4460, 176, 3, 7, 33, 55, 503, 110, 96, 390, 604, 228, 106, 168, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3,1,0
Ethinyl estradiol / norethindrone,Hormonal Contraceptives,"[32, 67, 674, 24, 5, 772, 63, 215, 20, 15, 18, 50, 57, 190, 20, 7, 772, 5, 91, 9, 200, 49, 156, 18, 2, 57, 1102, 3180, 131, 309, 262, 270, 230, 440, 303, 272, 9, 43, 41, 27, 156, 18, 9, 20, 418, 1489, 36, 124, 5, 30, 270, 1387, 10, 729, 270, 3, 47, 8, 72, 3177, 30, 270, 711, 261, 30, 129, 3, 40, 674, 27, 673, 72, 23, 103, 2, 272, 305, 772, 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,1,0
Etonogestrel,Hormonal Contraceptives,"[135, 2, 41, 415, 2, 5, 19, 181, 148, 135, 36, 20, 48, 52, 19, 31, 19, 117, 70, 9, 48, 52, 19, 19, 181, 36, 20, 48, 8064, 20, 212, 19, 50, 32, 1, 654, 31, 3, 7, 5, 35, 59, 65, 20, 2, 5, 534, 1481, 5, 3, 20, 47, 180, 1413, 20, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,1,0
Levonorgestrel,Hormonal Contraceptives,"[841, 106, 3, 20, 180, 35, 21, 129, 106, 101, 72, 612, 279, 136, 19, 100, 43, 19, 136, 20, 190, 811, 959, 368, 7345, 740, 105, 121, 48, 3, 100, 3, 184, 72, 98, 188, 223, 107, 148, 447, 20, 143, 13, 7, 320, 373, 370, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3,4,0
Levonorgestrel,Hormonal Contraceptives,"[2083, 235, 18, 198, 147, 2015, 58, 496, 122, 135, 219, 58, 124, 63, 198, 169, 88, 2, 515, 1923, 1104, 135, 2255, 1202, 382, 206, 1470, 93, 308, 827, 4105, 5, 48, 121, 51, 341, 202, 2045, 19, 179, 50, 103, 11, 11, 61, 289, 1028, 117, 5, 585, 121, 585, 63, 137, 20, 190, 343, 97, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3,1,0
Etonogestrel,Hormonal Contraceptives,"[467, 948, 875, 948, 5290, 57, 4, 481, 697, 875, 704, 26, 10, 4, 615, 15, 18, 550, 2661, 263, 676, 133, 10, 4, 2, 131, 175, 8, 17, 281, 133, 13, 32, 129, 48, 52, 18, 8, 65, 298, 451, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,1,0
Etonogestrel,Hormonal Contraceptives,"[36, 467, 722, 15, 480, 9, 20, 399, 480, 65, 467, 65, 39, 9, 20, 23, 2052, 176, 18, 215, 215, 70, 176, 69, 7, 70, 2, 101, 33, 55, 503, 182, 1651, 386, 89, 167, 79, 7, 289, 284, 1487, 2886, 335, 659, 137, 153, 216, 33, 101, 316, 1088, 85, 163, 88, 47, 1013, 72, 69, 261, 106, 168, 7, 480, 290, 157, 343, 467, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3,1,0
Etonogestrel,Hormonal Contraceptives,"[184, 906, 98, 8, 14, 12, 36, 493, 47, 40, 1921, 70, 47, 295, 415, 976, 148, 42, 70, 637, 361, 846, 507, 6765, 53, 2594, 227, 52, 14, 12, 467, 664, 664, 24, 70, 52, 181, 19, 9, 70, 43, 215, 53, 21, 32, 67, 647, 70, 47, 40, 100, 6, 79, 8, 213, 70, 106, 37, 471, 1053, 8, 65, 247, 136, 18, 47, 98, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,1,0
Levonorgestrel,Hormonal Contraceptives,"[16, 300, 870, 407, 984, 530, 35, 21, 841, 106, 482, 895, 757, 151, 2, 140, 120, 42, 238, 4577, 524, 3, 210, 148, 20, 2236, 10, 4, 261, 799, 282, 63, 156, 13, 284, 416, 6, 343, 22, 2, 238, 1, 1527, 22, 188, 1166, 373, 370, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3,1,0
Levonorgestrel,Hormonal Contraceptives,"[15, 765, 143, 273, 35, 9643, 107, 42, 43, 273, 16, 5, 63, 98, 1751, 10, 48, 308, 63, 428, 205, 621, 478, 120, 520, 32, 944, 181, 107, 148, 76, 637, 302, 268, 828, 81, 94, 1529, 292, 5803, 1536, 3572, 516, 297, 376, 1445, 118, 16, 65, 148, 42, 627, 63, 92, 532, 298, 3, 7, 63, 3, 2991, 92, 191, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,1,0
Levonorgestrel,Hormonal Contraceptives,"[406, 1041, 36, 345, 834, 121, 18, 181, 63, 7, 106, 168, 672, 255, 45, 293, 288, 55, 138, 36, 345, 247, 212, 274, 11, 49, 7, 63, 142, 6, 1157, 23, 1982, 1073, 480, 117, 332, 3546, 111, 252, 13, 658, 617, 670, 345, 64, 501, 55, 33, 144, 228, 301, 170, 237, 118, 86, 2, 143, 14, 12, 170, 53, 3495, 143, 101, 152, 281, 925, 16, 1893, 367, 247, 306, 118, 769, 92, 24, 535, 455, 2, 20, 534, 704, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,2,0
Etonogestrel,Hormonal Contraceptives,"[113, 7, 515, 36, 704, 135, 1037, 3, 435, 20, 55, 33, 2, 1, 306, 2, 20, 39, 135, 121, 2, 235, 1512, 99, 84, 162, 152, 20, 467, 2, 2315, 143, 238, 280, 7, 515, 7, 20, 82, 2031, 1807, 53, 23, 135, 140, 18, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3,1,0
Ethinyl estradiol / norethindrone,Hormonal Contraceptives,"[1, 29, 91, 17, 671, 2, 53, 450, 1731, 91, 357, 1642, 53, 21, 40, 835, 23, 108, 132, 173, 962, 2302, 863, 567, 44, 47, 240, 392, 44, 53, 79, 520, 705, 343, 521, 32, 162, 108, 143, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,1,0
Ethinyl estradiol / norethindrone,Hormonal Contraceptives,"[119, 9, 1, 674, 935, 326, 1037, 761, 14, 12, 499, 64, 55, 33, 186, 2601, 216, 33, 117, 1, 1004, 1028, 30, 279, 34, 193, 1095, 507, 182, 612, 19, 1186, 20, 8, 63, 48, 114, 205, 41, 613, 176, 3, 15, 20, 9, 20, 241, 1, 1028, 2133, 759, 3, 60, 146, 18, 2, 354, 772, 359, 146, 622, 1281, 61, 1495, 1208, 311, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3,1,0
Levonorgestrel,Hormonal Contraceptives,"[345, 135, 66, 515, 79, 921, 21, 93, 205, 589, 150, 133, 41, 765, 3, 20, 135, 273, 16, 176, 1432, 43, 41, 63, 147, 388, 68, 346, 35, 621, 444, 3, 1094, 600, 63, 100, 641, 136, 3, 56, 30, 88, 20, 48, 172, 176, 3, 40, 16, 88, 39, 570, 121, 1312, 69, 63, 159, 97, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3,5,0
Levonorgestrel,Hormonal Contraceptives,"[447, 135, 96, 86, 237, 344, 281, 80, 6559, 4059, 146, 13, 5, 568, 135, 100, 20, 63, 849, 353, 1313, 1432, 48, 137, 156, 184, 348, 63, 353, 831, 3, 100, 1214, 941, 1370, 1714, 156, 3, 63, 532, 76, 134, 79, 726, 166, 133, 1420, 695, 339, 400, 2, 3592, 568, 423, 135, 709, 290, 343, 97, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3,1,0
Etonogestrel,Hormonal Contraceptives,"[467, 135, 1037, 15, 135, 190, 20, 40, 20, 271, 9, 834, 70, 19, 3, 70, 9, 10, 4, 252, 130, 106, 168, 540, 496, 93, 113, 467, 84, 505, 21, 467, 99, 448, 32, 60, 336, 1, 349, 13, 140, 23, 30, 8, 4632, 19, 32, 9, 1035, 170, 24, 70, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,1,0
Etonogestrel,Hormonal Contraceptives,"[396, 256, 764, 2043, 1094, 187, 93, 379, 1052, 176, 3, 256, 525, 1194, 176, 3, 379, 17, 20, 43, 121, 81, 33, 55, 284, 153, 291, 33, 55, 7, 95, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3,1,0
Levonorgestrel,Hormonal Contraceptives,"[841, 106, 36, 21, 20, 221, 148, 516, 430, 42, 70, 430, 3, 43, 287, 279, 2, 82, 62, 430, 7, 7, 373, 370, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,1,0
Etonogestrel,Hormonal Contraceptives,"[15, 396, 74, 48, 26, 573, 2, 41, 16, 829, 776, 74, 901, 559, 70, 126, 51, 63, 13, 482, 614, 50, 30, 21, 112, 1428, 50, 30, 440, 284, 170, 396, 201, 2352, 22, 540, 1093, 8, 1312, 195, 121, 139, 63, 5, 194, 433, 65, 8, 1542, 126, 206, 16, 418, 441, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3,1,0
Etonogestrel,Hormonal Contraceptives,"[467, 375, 76, 247, 835, 2, 82, 14, 12, 244, 33, 55, 6150, 3169, 85, 163, 604, 269, 693, 60, 3, 7, 300, 1013, 230, 88, 2493, 1140, 1378, 13, 12558, 662, 34, 393, 301, 467, 301, 872, 847, 350, 4895, 837, 1, 7, 37, 8, 122, 60, 3, 343, 80, 233, 1, 14, 12, 1022, 61, 4, 150, 133, 501, 266, 501, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,1,0
